Name,Date,Is Weekend?,Unique,Male,Female,Final Count,Keywords,Genre,Attending,Interested,Declined,Maybe,Post Consumptions,Post Impressions,Post Impressions Paid,Post Impressions Paid Unique,Post Engaged Fan,Post Engaged Users,Post Negative Feedback,Post Stories,Post Storytellers,Page Post Engagements,Page Posts Impressions,Post Interests Impressions,Post Interests Consumptions,Page Story Adds,Post Reactions Like Total,Post Reactions Wow Total,Post Reactions Love Total,Post Reactions Haha Total,Post Reactions Sorry Total,Post Reactions Anger Total,Post Video Views,Description,EVALUATION?
Bonesetters // Service // Uh,"4/8/2017, 10:30:00 PM",1,0,0,0,0,,rock,71,178,0,178,0,0,0,0,1,3,0,3,3,,,,,,0,0,0,0,0,0,0,Rock 'n Roll straight to the dome.  4.8 // 10:30pm // $7  Lineup :  Uh                    ~10:30pm Service             ~11:15pm Bonesetters      ~12:00am    //////////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\///////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\///////////////////////////////////////  Bonesetters  Started in Muncie  IN in 2009  Bonesetters have evolved from a modest folk rock experiment into a full-fledged band thatstretches ever onward  geographically and creatively. Bringing a range of sounds from Post-rock to 60's garage pop  and melding them into a pot called Neighbor Rock   the new pedigree of songs stretch them into deeper thoughts of existence and melodically into your synapses.  Service the band  S-E-R-V-I-C-E is a rock and roll band for fans of The Fall  The Stooges  Ike and Tina  bad taste  Bukowski  fake glamour  and standing in line reading tabloids at the supermarket.  S-E-R-V-I-C-E is Russell Simins  Jilly Weiss  Matt Hagan  Sharlene Birdsong  and John Zeps. https://gimmesomeservice.bandcamp.com/  Uh  That one pUHnk opener with a 15-minute set.  Live fast  die now.  https://uhhhhhhhhh.bandcamp.com/,
FF : Ray Creature // VV Torso // Mk II // DJ Deep Sense OS,"4/7/2017, 10:30:00 PM",1,0,0,0,0,,electronic,53,95,0,95,0,0,0,0,0,2,0,4,2,,,,,,0,0,0,0,0,0,0,First Friday in April post-punk ~ electro-goth  4.7.17 // 10:30pm // FREE 21+  Lineup :  ***DJ Deep Sense OS (Bloomington) Will be spinning before  between  and after the bands***  10:30pm  ›››› Mk-II 11:15pm   ››››  VV Torso 12am    ››››   Ray Creature (Bloomington)  ///////////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\///////////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\///////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\  Ray Creature ›››electro-goth new wave post-punk https://raycreature.bandcamp.com/album/ray-creature  VV Torso ›››post-punk  regret-hop https://vvtorso.bandcamp.com/releases  MK-II ››› eccentric tape-machine-centric ramblings from Indy's own Jacob Gardner  Deep Sense OS ››› spins minimalist techno/house/grime ~ vinyl-only,
Obtuse :: DJ Shaw Shank // David Peck,"4/6/2017, 10:30:00 PM",0,0,0,0,0,"obtuse, dance, electronic",electronic,29,61,0,61,0,0,0,0,0,1,0,1,1,,,,,,0,0,0,0,0,0,0,OBTUSE : Offbeat Dance Nights at Pioneer  Apr 6  // 10:30pm 21+ // FREE  This week's installment features Will Shaw  AKA DJ Shaw Shank and DAVID PECK slinging some Heavy Beats : Hip hop  House  and Footwork.  Obtuse : Offbeat Dance Nights at Pioneer are curated by in-house spin doctors d u c h e s s and dilettante  Obtuse occurs every Thursday  sifting deep within the region's electronic music undercurrent to bring you dance nights of varying degrees of the avant and the auspicious  from footwork to grime to dub.,
Chives // Hales Corner // Major Murphy,"4/1/2017, 10:30:00 PM",1,0,0,0,0,,rock,41,88,0,88,0,0,0,0,0,1,0,1,1,,,,,,0,0,0,0,0,0,0,Apr 1st Doors at 10pm // $7 21+  Lineup :  Major Murphy Hales Corner Chives  //////////////////////////\\\\\\\\\\\\\\\\\\\\////////////////////////////\\\\\\\\\\\\\\\\\\\\\\///////////////////////////\\\\\\\\\\\\\\\  CHIVES ›››experimental rock 'n roll https://chivess.bandcamp.com/  MAJOR MURPHY ››› dream pop https://soundcloud.com/winspear/major-murphy-on-off  HALES CORNER ›››malaise rock http://halescorner.bandcamp.com/,
DJ Dicky Foxxx :: Dance Night,"3/30/2017, 10:30:00 PM",0,8,0,0,4,"obtuse, free, dance, electronic",electronic,11,33,0,33,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,DJ Dicky Foxxx (Michael Graves) is spinning at Pioneer for a night of clubbed-up dancing and reckless abandon. Come on out and get your groove on.  3.30.17 // 10pm // FREE,
Spellbound darkwave + goth DJ dance night - March Edition!,"3/25/2017, 10:30:00 PM",1,424,0,0,70,"spellbound, electronic",electronic,94,193,0,193,,,,,,,,,,,,,,,,,,,,,,Indy CD & Vinyl & Jagermeister present ***SPELLBOUND*** A killer new DJ dance night in Fountain Square! Witch house / Dark Alternative / Goth / 80s / Electro / Post-punk / + more  With your hosts Andy & Annie of A-SQUARED INDUSTRIES DJ EVIL TWIN + special guest Rev. Spook!  The last Saturday of each month at Pioneer in Fountain Square! Saturday March 25th 10:30pm $5.00 cover at the door | 21+ with valid ID Photos by Greg  The Mayor  Andrews  facebook.com/spellboundindy asquaredindustries.com indycdandvinyl.com jagermeister.com,
The Tucker Brothers,"3/24/2017, 8:30:00 PM",1,0,0,0,0,,other,6,25,0,25,0,0,0,0,1,1,0,1,1,,,,,,0,0,0,0,0,0,0,The Tucker Brothers  Mar 24 ~ 8:30pm to 10:30pm Free Show  The show will run through the end of dinner service. Reservations for dine-in available as normal.  In recent years  guitarist Joel Tucker and bassist Nick Tucker have both become regular players in Indianapolis’ illustrious jazz community  but not until now have the brothers worked on a collaborative project together. The result is a cohesive collection of music that draws on numerous influences  from indie rock to modern pop  making for an engaging yet approachable jazz listen. The Tucker Brothers will be performing songs from their debut album  Nine is the Magic Number  as well as songs from their upcoming album (to be released in the Summer of 2017)  Writing Prompts  Come out and support live music in your area! https://tuckerbrothersgroup.bandcamp.com/releases,
Obtuse :: FilterNetwork // DJ Littletown,"3/23/2017, 10:30:00 PM",0,49,0,0,47,"obtuse, electronic, dance",electronic,43,37,0,37,0,0,0,0,1,3,1,3,3,,,,,,0,0,0,0,0,0,0,Obtuse : Offbeat Dance Nights at Pioneer  March 23 // 10pm 21+ // FREE  This week's installment features FilterNetwork (Ben of FLANCH) and Bloomington's own DJ LittleTown (Shamethugz)  Obtuse : Offbeat Dance Nights at Pioneer are curated by in-house spin doctors d u c h e s s and dilettante  Obtuse occurs every Thursday  sifting deep within the region's electronic music undercurrent to bring you dance nights of varying degrees of the avant and the auspicious  from footwork to grime to dub.,
Comedy Night : Tim Northern // Dan Alten // Elise Whitaker,"3/20/2017, 9:00:00 PM",0,0,0,0,0,comedy,other,10,22,0,22,0,0,0,0,0,1,0,1,1,,,,,,0,0,0,0,0,0,0,Comedy Night at Pioneer! Local provocateur and comedy enthusiast Nate Gropp will be your host for the evening. Headliner Tim Northern featuring Dan Alten  March 20th  doors @ 9pm $5  Guests coming in for dinner can enjoy the comedy show free of charge!  Lineup :  Tim Northern - Headliner Featuring Dan Alten W Special Guest Elise Whitaker Hosted by Nate Gropp    //////////////////////////\\\\\\\\\\\\\\\\\\\\////////////////////////////\\\\\\\\\\\\\\\\\\\\\\///////////////////////////\\\\\\\\\\\\\\\  TIM NORTHERN   I provide you with two-thirds of the joke  and you provide the other third. It’s like ‘do-it-yourself’ comedy.”  That do-it-yourself approach is paying off for the Nashville native  whose influences are a veritable Who’s Who of comic genius. “George Carlin  Richard Pryor  Steven Wright – I like all of ‘em.” Once Tim takes control of the mike  he relies on much the same type of material that those classic comedians used to land in the national spotlight – plain and simple  Tim Northern is a word man.   “Love words. Love ‘em!”  Tim says. His enthusiasm for words and language results in what can aptly be described as humor for the thinking person  a unique combination of intellect and fun-filled observation. And yet  it’s mainstream humor that everyone understands. Simply put  Tim Northern is punster of the highest caliber.                                                       ~http://www.timnorthernisacomedian.com/music.html,
Clint Breeze and the Groove // Louie Louie // wsg DJ Little Town,"3/18/2017, 10:30:00 PM",1,353,0,0,142,hiphop,hiphop,93,244,0,244,0,0,0,0,1,2,0,5,2,,,,,,0,0,0,0,0,0,0,Clint Breeze is coming back  set to coax the populace into a melodic and rhythmic stupor prone to induce dancing in even the most stoic concert-goer. DJ Littletown is set to spin some tracks between and after the bands!  3.18 // 10:30pm // 21+ $7  Lineup :  10:30pm ~ DJ Little Town 11pm ~ Louie Louie 11:45pm ~ Clint Breeze and the Groove  //////////////////////////\\\\\\\\\\\\\\\\\\\\////////////////////////////\\\\\\\\\\\\\\\\\\\\\\  Clint Breeze and the Groove  Clint Breeze  formerly known as Carebear  is an Electronic Pop project of Carrington Clinton. His fourth album under the name Clint Breeze  'Nappy Head ' is set to be released this fall to much anticipation. https://clintbreeze.bandcamp.com/  Louie Louie  R&B/Soul/BubbleFunk from Indianapolis https://louielouieinc.bandcamp.com/track/think,
"The Rehersal with George Benn, Kenny Simms & Jonathan Wood","3/17/2017, 8:00:00 PM",1,0,0,0,0,,other,9,18,0,18,0,0,0,0,1,3,0,3,3,,,,,,0,0,0,0,0,0,0,Renowned soul singer and performer George Benn will be at Pioneer March 17th  backed by Kenny Simms on keys and Jonathon Wood on Bass.  The show will run through the end of dinner service. Reservations for dine-in available as normal.  March 17th  8pm to 10pm ~ Free Show,
Pioneer Showcase: v1984 // John Stamps // duchess b2b dilettante,"3/12/2017, 1:00:00 AM",0,79,0,0,44,electronic,electronic,67,89,0,89,0,0,0,0,4,11,0,12,11,,,,,,0,0,0,0,0,0,0,***Featuring an all night video installation from the ocular obscurists known locally as the curators of the hakk.haus***  March 11th $10 ~ 10:30pm ~ 21+  Lineup :  duchess b2b dilettante    ››››10:30pm V1984                               ››››11:15pm John Stamps                    ››››12:15am  //////////////////////////\\\\\\\\\\\\\\\\\\\\////////////////////////////\\\\\\\\\\\\\\\\\\\\\\///////////////////////////\\\\\\\\\\\\\\\  V1984 https://soundcloud.com/v1984  ›››› v1984’s work permeates a myriad of sonic territories  referencing classical and contemporary tropes. Composed over the course of a year Becoming N(one)  v1984’s debut release  is an attempt to create something immaterial yet wholly tangible  accessible through the affect of empathy. Each composition was driven by the composer’s own emotions and personal studies. Spontaneity is inherent throughout  disrupting common structures.    John Stamps http://www.iyamjohnstamps.com/  ››››John Stamps has a commanding presence in the Indianapolis music scene. He continuously tours the country to broaden his growing fan base proving he isn't satisfied with being confined to his city limits. Stamps has branched out to states such as Kentucky  Alabama  Tennessee  the Carolinas  Georgia  Florida  Louisiana  Texas and many more. John has opened for multiple national touring artists such as: Lupe Fiasco  Danny Brown  Waka Flocka  Mick Jenkins  Pouya  $uicide Boys and MGK  Stamps has established himself as a house hold name in the Indianapolis hip-hop scene. His first full length album  'Green Eggs and Yam'  is now available via all fine digital retailers and streaming services.   Duchess https://soundcloud.com/duchess-obtuse  Dilettante https://soundcloud.com/d_i_l_e_t_t_a_n_t_e  ››››Duchess and Dilettante are members of OBTUSE  a music collective in Indianapolis aimed to recontextualize the idea of the dancefloor by delivering fresh auditory experiences and bringing every human body on the floor closer together.,
First Friday : Girls Rock! Indianapolis Fundraiser at Pioneer,"3/3/2017, 10:30:00 PM",1,110,0,0,37,"rock, first friday",rock,59,235,0,235,0,0,0,0,3,7,0,21,7,,,,,,0,0,0,0,0,0,0,Friday March 3rd 10pm Girls Rock! Indianapolis presents First Friday at Pioneer  Pioneer (21+) 1113 Shelby St Indianapolis IN 46203 $5 advance  $7 cover at the door **All proceeds will be donated to Girls Rock! Indianapolis  Live music from: THERE ARE GHOSTS WIFE PATROL NEVER COME DOWNS  DJ ANNIE IDOL (A SQUARED INDUSTRIES)  W/ MC's ANDY D &  GR!I PRESIDENT MARCY HOOK  Proceeds benefit Girls Rock! Indianapolis and their summer camps & programs.  Girls Rock is a 501(c)3 not-for-profit that hosts a summer camp for female-identified and trans youth ages 9-16 years old  teaching young women positive self-esteem and self-expression through music education and mentoring.  We provide year-round program through our Indy Music Lab for the community - all ages  all genders - everyone is welcome!  More information at http://www.girlsrockindy.org/.  Join us at Pioneer for First Friday live music and charitable fundraising! Girls Rock will have original artwork for sale as well as raffles and a silent auction!  Sponsored by Indy CD & Vinyl: http://www.indycdandvinyl.com/ and Kolman Dental: http://www.kolmandental.com/,
Obtuse :: DJ Shawshank / DJ Modest,"3/2/2017, 10:00:00 PM",0,48,0,0,35,"obtuse, electronic, dance",electronic,22,24,0,24,0,0,0,0,1,2,0,3,2,,,,,,0,0,0,0,0,0,0,Obtuse : Offbeat Dance Nights at Pioneer  March 2  // 10pm 21+ // FREE  This week's installment features Will Shaw  AKA DJ Shawshank  slinging some Heavy Beats : Hip hop  House  and Footwork.  Plus the return of DJ Modest! Last heard in January with duchess and dilettante  Modest will be brining the house and techno vibes for the evening with his first solo set for OBTUSE.   Obtuse : Offbeat Dance Nights at Pioneer are curated by in-house spin doctors d u c h e s s and dilettante  Obtuse occurs every Thursday  sifting deep within the region's electronic music undercurrent to bring you dance nights of varying degrees of the avant and the auspicious  from footwork to grime to dub.,
Comedy at Pioneer : Andrew Frank / Willie Bostic / Mariah Anglin,"2/27/2017, 9:00:00 PM",0,0,0,0,0,comedy,other,11,28,0,28,0,0,0,0,0,1,0,1,1,,,,,,0,0,0,0,0,0,0,Comedy Night at Pioneer! Local provocateur and comedy enthusiast Nate Gropp will be your host for the evening.  February 27th  doors @ 9pm $5  Guests coming in for dinner can enjoy the comedy show free of charge!  Lineup :  Andrew Frank Willie Bostic Mariah Anglin Nate Gropp (host)   //////////////////////////\\\\\\\\\\\\\\\\\\\\////////////////////////////\\\\\\\\\\\\\\\\\\\\\\///////////////////////////\\\\\\\\\\\\\\\  ANDREW FRANK  Andrew Frank is a comedian based out of St. Louis.  His cerebral  imaginative style and relentless ethic have resulted in three nationwide tours spanning a total of 42 cities.  His love of language  philosophy  sociology  anthropology  and cosmology are on full display each time he takes the stage. He has had the privilege of working alongside great comedic minds such as Anthony Jeselnik  Kevin Nealon  Jake Johannsen  Bobcat Goldthwait   Chad Daniels  Tommy Johnagin  and many more.  He was the Winner of  Go Bananas Comedy Club's Funniest in Cincinnati 2016  Winner of Make Me Laugh 2015  the Runner Up in Trial By Laughter 2015  and the Runner Up of Helium's Funniest in St. Louis 2016 Competition.  Andrew continues to explore his mind and the minds of others at clubs  independent venues  and colleges all over the country.    http://www.andrewfrankcomedy.com/,
Spellbound: Darkwave DJ dance night at Pioneer,"2/25/2017, 10:30:00 PM",1,89,0,0,45,"spellbound, electronic",electronic,103,205,0,205,,,,,,,,,,,,,,,,,,,,,,Saturday February 25th 2017 10:30pm Indy CD & Vinyl presents ***SPELLBOUND*** A new DJ dance night in Fountain Square! Witch house / Dark Alternative / Goth / 80s / Electro / Post-punk / +more  With your hosts Andy & Annie of A-SQUARED INDUSTRIES DJ EVIL TWIN  Pioneer 1110 Shelby Street  Indianapolis  IN 46220 $5.00 cover | 21+ with ID please,
Obtuse :: FilterNetwork,"2/23/2017, 10:00:00 PM",0,0,0,0,0,"obtuse, electronic, dance",electronic,27,40,0,40,0,0,0,0,1,2,0,2,2,,,,,,0,0,0,0,0,0,0,FilterNetwork is back party people.  Get lit.  London  Chicago  Detroit  Berlin  New York vibes all around. Wot U Call It? Proper dancefloor riddims all night.   2.23 // 10pm \\ 21+  FREE SHOW  Obtuse : Offbeat Dance Nights at Pioneer are curated by in-house spin doctors d u c h e s s and dilettante. Obtuse occurs every Thursday  sifting deep within the region's electronic music undercurrent to bring you dance nights of varying degrees of the avant and the auspicious  from footwork to grime to dub.  https://www.facebook.com/ObtuseIndy/?fref=ts,
Antenna Man Elaine Jr Album Release,"2/18/2017, 10:30:00 PM",1,0,0,0,0,,rock,56,73,0,73,,,,,,,,,,,,,,,,,,,,,,Antenna Man will be releasing their debut album   Elaine Jr  at Pioneer. The band will perform the album in it's entirety.  Vinyl  CD  digital download  and other merchandise will be available at the show.   $5 // 21+ // 10:30pm  Press:  https://www.pastemagazine.com/articles/2016/11/antenna-man-guitarless-manmp3.html http://www.magnetmagazine.com/2016/11/14/mp3-at-3pm-antenna-man/ http://www.thebluegrasssituation.com/read/listen-antenna-man-knockdown  Also performing Jomberfox  https://jomberfox.bandcamp.com/  Cyrus Youngman and the Kingfishers!  http://bit.ly/2jywSAN,
Obtuse :: Duchess // dilettante,"2/16/2017, 10:00:00 PM",0,0,0,0,0,"obtuse, electronic, dance",electronic,23,23,0,23,0,0,0,0,2,2,0,2,2,,,,,,0,0,0,0,0,0,0,London  Chicago  Detroit  Berlin  New York vibes all around. Wot U Call It? Proper dancefloor riddims all night.   Free Show // 10-1am // 21+  Duchess  soundcloud.com/duchess-obtuse  dilettante soundcloud.com/d_i_l_e_t_t_a_n_t_e  Obtuse : Offbeat Dance Nights at Pioneer are curated by in-house spin doctors  d u c h e s s  and dilettante  Obtuse occurs every Thursday  sifting deep within the region's electronic music undercurrent to bring you dance nights of varying degrees of the avant and the auspicious  from footwork to grime to dub.,
Comedy Night : Emily Galati // Carson Tumey // Rachel Goldman,"2/13/2017, 7:00:00 PM",0,0,0,0,0,comedy,other,3,4,0,4,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,Comedy Night at Pioneer! Local provocateur and comedy enthusiast Nate Gropp will be your host for the evening. Featuring Emily Galati (Conan  Comic's Unleashed  NBC's Last Comic Standing to name a few).  March 20th  doors @ 9pm $5  Guests coming in for dinner can enjoy the comedy show free of charge!  Lineup :  Emily Galati- Headliner Featuring Rachael Goldman W Special Guest Carson Tumey Hosted by Nate Gropp    //////////////////////////\\\\\\\\\\\\\\\\\\\\////////////////////////////\\\\\\\\\\\\\\\\\\\\\\///////////////////////////\\\\\\\\\\\\\\\  Emily Galati   Emily Galati offers up intelligent and hilarious material with impeccable timing and a charm rarely seen on the comedy stage. In 2016  Emily made her late night debut on Conan. In 2014  she was chosen as a semi-finalist on  Last Comic Standing   appeared on Fox's  Laughs   and  Comics Unleashed . She has been chosen to represent Chicago in the  Best of the Midwest  Competition at Gilda's LaughFest  has been a semi-finalist in NBC's Stand Up for Diversity  and finalist in the Bob and Tom Comedy Contest.   Emily was born and raised in Phoenix  Arizona where she enjoyed sunny days and swimming in December.  She currently resides in Chicago  Illinois and misses her pool.,
Obtuse :: The Dank Dungeon with Sedcairn Archives,"2/9/2017, 10:00:00 PM",0,0,0,0,0,"obtuse, electronic, dance",electronic,30,33,0,33,0,0,0,0,0,1,0,1,1,,,,,,0,0,0,0,0,0,0,Sedcairn Archives is returning to Pioneer on Febuary 9th for OBTUSE : weekly DJ nights at Pioneer. Starting at 10pm  David 'Moose' Adamson  of Jookabox and Warm Ratio  will perform a 2 hour set as the project Sedcairn Archives.  10pm - 12am  // FREE show  Sedcairn Archives released his second album  entitled 'OOBYDOOB ' on Nov 11th. This is the follow-up to the well-received 'Mammoth Cave ' bandcamp link below : https://sedcairnarchives.bandcamp.com/  Costume design in event pic by the great Aimee Brown Adamson  Obtuse : Offbeat Dance Nights at Pioneer are curated by in-house spin doctors  d u c h e s s  and dilettante  Obtuse occurs every Thursday  sifting deep within the region's electronic music undercurrent to bring you dance nights of varying degrees of the avant and the auspicious  from footwork to grime to dub.,
First Friday at Pioneer : the Twin Cats // David Peck,"2/3/2017, 10:30:00 PM",1,207,0,0,111,"rock, first friday",rock,39,108,0,108,0,0,0,0,1,2,0,6,2,,,,,,0,0,0,0,0,0,0,Pioneer's bringing fountain square a night of Face-melting Funk for First Friday in February  featuring The Twin Cats and DJ David Peck!  Free Show // 21+  Lineup :  10:30pm  -  David Peck 11:30pm  -  the TwinCats  ///////////////////////////\\\\\\\\\\\\\\\\//////////////////////////\\\\\\\\\\\\\\\\\///////////////////////\\\\\\\\\\\\\\\\\//////////////////////  THE TWINCATS  http://thetwincats.com/music  Even with the departure of longtime member Nick Gerlach in September 2013  The Twin Cats continue with their original brand of Face Melting Funk In Your Face………Melting It.  Band Members  Adam Catron – Drums Seth Catron – Guitar  Vocals Phil Geyer – Keyboards Cameron Reel – Bass  DAVID PECK  https://davidpeck.bandcamp.com/,
Obtuse :: DJ Shawshank // DJ Littletown,"2/2/2017, 10:00:00 PM",0,81,0,0,65,"obtuse, electronic, dance",electronic,48,58,0,58,0,0,0,0,1,7,0,13,7,,,,,,0,0,0,0,0,0,0,Obtuse : Offbeat Dance Nights at Pioneer  Feb 2 // 10pm 21+ // FREE  This week's installment features Will Shaw  AKA DJ Shawshank  slinging some Heavy Beats : Hip hop  House  and Footwork.  Plus the return of DJ Littletown!!!  Obtuse : Offbeat Dance Nights at Pioneer are curated by in-house spin doctors  d u c h e s s  and dilettante  Obtuse occurs every Thursday  sifting deep within the region's electronic music undercurrent to bring you dance nights of varying degrees of the avant and the auspicious  from footwork to grime to dub.,
Pravada // Bedforms // Louie Louie,"1/28/2017, 10:00:00 PM",1,189,0,0,113,rock,rock,82,139,0,139,0,0,0,0,1,5,0,6,5,,,,,,0,0,0,0,0,0,0,Jan 28th doors at 10pm // $5 21+  Lineup :  Louie Louie Bedforms Pravada  //////////////////////////\\\\\\\\\\\\\\\\\\\\////////////////////////////\\\\\\\\\\\\\\\\\\\\\\///////////////////////////\\\\\\\\\\\\\\\  PRAVADA https://pravada.bandcamp.com/  BEDFORMS https://bedforms.bandcamp.com/releases  LOUIE LOUIE https://louielouieinc.bandcamp.com/,
Obtuse :: Mike Graves // Reggae/Dub Night,"1/26/2017, 10:00:00 PM",0,16,0,0,27,"obtuse, electronic, dance",electronic,25,44,0,44,0,0,0,0,3,6,0,6,6,,,,,,0,0,0,0,0,0,0,The January 26th installment of Obtuse : weekly DJ nights at Pioneer  10pm // 21+ Free Admission  Featuring Mike Graves  offering a night of warm Caribbean grooves. Come join in our collective denial of the cold.,
SM Wolf // Caleb McCoach // Nouveaurees,"1/21/2017, 10:00:00 PM",1,121,0,0,59,rock,rock,37,104,0,104,0,0,0,0,3,4,0,7,4,,,,,,0,0,0,0,0,0,0,JAN 21 doors at 10pm // $7 21+  Lineup :   SM Wolf Caleb McCoach Nouveaurees   ////////////////////////////////////////////////////\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\  SM WOLF https://smwolf.bandcamp.com/  CALEB MCCOACH  https://calebmccoach.bandcamp.com/ What separates a songwriter from the incoherent  corner store madman or a purveyor of cheap parlor tricks? The crux of this answer lies in an ability to reveal universal  essential truths to the listener in a way that feels simultaneously effortless and impossible. The best songwriters achieve this end regardless of genre or format. Caleb McCoach is one of those  Nouveaurees https://nouveaurees.bandcamp.com/,
Obtuse :: Duchess // dilettante // FilterNetwork // Process My Office,"1/19/2017, 10:00:00 PM",0,0,0,0,0,"obtuse, electronic, dance",electronic,32,53,0,53,0,0,0,0,2,4,0,7,4,,,,,,0,0,0,0,0,0,0,London  Chicago  Detroit  Berlin  New York vibes all around. Wot U Call It? Proper dancefloor riddims all night.   Free Show // 10-1am // 21+  Process My Office Duchess b2b dilettante FilterNetwork  �� POSSIBLE B2B THREEWAY WITH DUCHESS  DILETTANTE  AND FILTERNETWORK��  Duchess  soundcloud.com/duchess-obtuse  dilettante soundcloud.com/d_i_l_e_t_t_a_n_t_e  FilterNetwork (Ben of FLANCH) soundcloud.com/user-770089579  Process My Office  https://soundcloud.com/danccebrosinc,
Comedy at Pioneer : Stewart Huff // Jordan Dybas // Katlin McFee,"1/16/2017, 9:00:00 PM",0,29,0,0,23,comedy,other,19,46,0,46,0,0,0,0,0,1,0,2,1,,,,,,0,0,0,0,0,0,0,Comedy Night at Pioneer! Local provocateur and comedy enthusiast Nate Gropp will be your host for the evening.  January 16th  doors @ 9pm $5  Guests coming in for dinner can enjoy the comedy show free of charge!  Lineup :  Nate Gropp (host) Featuring Jordan Dybas W special guest Katlin McFee Stewart Huff   //////////////////////////\\\\\\\\\\\\\\\\\\\\////////////////////////////\\\\\\\\\\\\\\\\\\\\\\///////////////////////////\\\\\\\\\\\\\\\  STEWART HUFF  Stewart Huff was born in Campbellsville  Kentucky and grew up in Knoxville  Tennessee. He has been performing comedy for over 15 years  beginning when he decided to drop out of college to become a writer. Currently touring theatres  comedy clubs and special events across the country  Huff reaches past the norm for his genuine — and genuinely unexpected — comedy. His knack for embracing the foibles of humanity and his refreshing originality make him as likeable as he is hilarious. A storyteller at heart  Huff continues to amaze with his clever material and personal wit.  Huff has performed in comedy clubs nationally and internationally  including the Improv in Los Angeles and New York  the Punchline in Atlanta and the Funny Bone in Omaha  as well as countless others. http://stewarthuff.net/,
Andy D // Sirius Blvck // John Stamps,"1/14/2017, 10:30:00 PM",1,0,0,0,0,,hiphop,69,229,0,229,0,0,0,0,1,5,0,7,5,,,,,,0,0,0,0,0,0,0,Jan 14th $7 / doors at 10:30pm 21+  John Stamps Sirius Blvck Andy D  //////////////////////////\\\\\\\\\\\\\\\\\\\\////////////////////////////\\\\\\\\\\\\\\\\\\\\\\///////////////////////////\\\\\\\\\\\\\\\  ANDY D  Local hip hop legend and beats extraordinaire  Andy D's style is as ecclectic as it is palateable. Check out his tunes here : https://andyd.bandcamp.com/ https://www.youtube.com/watch?v=pmPbr9NLUF4   SIRIUS BLVCK  https://soundcloud.com/siriusraps  JOHN STAMPS  https://www.facebook.com/iyamjohnstamps/,
Jazz Night at Pioneer // Featuring The SleepyNap Project,"1/11/2017, 9:00:00 PM",0,0,0,0,0,,other,0,6,0,6,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,This Wednesday marks the last of the mid-week SleepyNap shows at Pioneer. Moving forward  SleepyNap will be playing Pioneer every other Friday during dinner service starting March 10th.  Fuzing Jazz  breaks  downtempo electronic  hip hop  and funk into an smooth amalgamation of blissful soundcraft  local Jazz aficionados take the Pioneer stage to bring you a night of scintillating relaxation.  9pm -11pm  The SleepyNap Project is :  Richard 'Sleepy' Floyd  //  drums Rob Dixon           //            saxophone Brandon Meeks        //       bass Mr. Kinetik            //           turntables & samples  http://bit.ly/2jqXnWd,
